Rank	Game	Score	VoteCount	Years
155	Conbunn Cardboard	8.14	423	2023
156	Staffer Case: A Supernatural Mystery Adventure	8.13	3075	2023
157	Meg's Monster	8.13	1058	2023
158	Big Ambitions	8.13	10379	2023
159	We Love Katamari REROLL+ Royal Reverie	8.13	2044	2023
160	URBO: Dream One	8.13	1231	2023
161	Idol Showdown	8.13	5577	2023
162	Small Saga	8.13	1873	2023
163	Song of Nunu: A League of Legends Story	8.13	2668	2023
164	Little Goody Two Shoes	8.13	1725	2023
165	STAR OCEAN THE SECOND STORY R	8.13	3303	2023
166	AQUARIUM	8.13	502	2023
167	Death Must Die	8.12	19515	2023
168	Touhou Artificial Dream in Arcadia	8.12	1029	2023
169	One-armed robber	8.12	36596	2023
170	The Baby In Yellow	8.12	1264	2023
171	The Cosmic Wheel Sisterhood	8.12	4598	2023
172	Enjoy the Diner	8.12	665	2023
173	Leap up no Justu: Double	8.11	650	2023
174	American Arcadia	8.11	3064	2023
175	Shogun Showdown: Prologue	8.11	669	2023
176	20 Minutes Till Dawn	8.11	27477	2023
177	Merry XMerge	8.11	604	2023
178	Disney Dreamlight Valley	8.11	20289	2023
179	Killer Frequency	8.11	4276	2023
180	Can of Wormholes	8.11	419	2023
181	Beat Banger	8.1	2361	2023
182	Snacko	8.1	455	2023
183	Planet of Lana	8.1	5012	2023
184	SharpShooter3D	8.1	1610	2023
185	Attack on Titan 2 - A.O.T.2	8.1	7082	2023
186	Misericorde: Volume One	8.1	356	2023
187	Outpath	8.09	2514	2023
188	冬日树下的回忆AFTER	8.09	321	2023
189	Noctuary	8.09	1577	2023
190	24 Killers	8.09	367	2023
191	Chillquarium	8.08	6599	2023
192	Roots of Pacha	8.08	3680	2023
193	Dead Space	8.08	49702	2023
194	Let's School	8.08	6165	2023
195	Nuclear Option	8.08	3618	2023
196	Lilith Wants to Buy Your Soul	8.08	733	2023
197	Love Love School Days	8.07	918	2023
198	VIVIDLOPE	8.07	372	2023
199	Scarlet Maiden	8.07	2639	2023
200	Kill The Crows	8.07	1973	2023
201	Jusant	8.07	4638	2023
202	My Child Lebensborn Remastered	8.07	906	2023
203	Driftwood	8.07	884	2023
204	TRY AGAIN	8.06	1198	2023
205	Zup! Q	8.06	652	2023
206	Worldless	8.06	1125	2023
207	Take Me To The Dungeon!!	8.06	3251	2023
208	Ducks Can Drive	8.06	555	2023
209	Shadow Gambit: The Cursed Crew	8.06	4466	2023
210	To The Core	8.06	4566	2023
211	The Bunny Graveyard	8.06	1222	2023
212	Borderlands Game of the Year	8.06	31886	2023
213	Mosa Lina	8.05	1451	2023
214	Burger Shop 3	8.05	411	2023
215	q.u.q.	8.05	1317	2023
216	We Were Here Expeditions: The FriendShip	8.05	22071	2023
217	Laika: Aged Through Blood	8.05	4624	2023
218	Ready or Not	8.05	228569	2023
219	Feed All Monsters	8.05	343	2023
220	It gets so lonely here	8.05	1160	2023
221	THE BUTTON by Elendow	8.05	2975	2023
222	The Symbiant	8.05	730	2023
223	Back to the Dawn	8.05	4808	2023
224	The Last Spell	8.05	11228	2023
225	Larcin Lazer	8.05	269	2023
226	ΔV: Rings of Saturn	8.05	2825	2023
227	Blasphemous 2	8.05	13596	2023
228	D'LIRIUM	8.04	1053	2023
229	Lake Haven - Chrysalis	8.04	436	2023
230	Patch Quest	8.04	2607	2023
231	Poosh XL	8.04	262	2023
232	BOKURA	8.04	9139	2023
233	ghostpia Season One	8.04	696	2023
234	流光易逝的夏末 - Fleeting Summer's End	8.04	258	2023
235	Escape Memoirs: Questionable Side Stories	8.04	1436	2023
236	Cave Crawlers	8.04	2770	2023
237	The Last Train	8.03	325	2023
238	Golf It!	8.03	28750	2023
239	Projekt: Passion - Season 1	8.03	2983	2023
240	Repella Fella	8.03	424	2023
241	KILLBUG	8.03	424	2023
242	WORLD OF HORROR	8.03	9320	2023
243	Pleh!	8.03	1245	2023
244	STASIS: BONE TOTEM	8.03	2231	2023
245	Hidden Cats in New York	8.03	322	2023
246	A Tiny Sticker Tale	8.03	362	2023
247	Passpartout 2: The Lost Artist	8.03	1152	2023
248	The Groom of Gallagher Mansion	8.03	201	2023
249	Plantera 2: Golden Acorn	8.03	1177	2023
250	Lakeview Cabin 2	8.03	540	2023
1	Black Myth: Wukong	8.74	1141223	2024
2	Balatro	8.72	141138	2024
3	MiSide	8.71	106617	2024
4	Satisfactory	8.68	227041	2024
5	WEBFISHING	8.67	64146	2024
6	Sheepy: A Short Adventure	8.6	16306	2024
7	The WereCleaner	8.59	9474	2024
8	TCG Card Shop Simulator	8.56	38329	2024
9	Crime Scene Cleaner	8.56	20172	2024
10	Blade and Sorcery	8.55	56887	2024
11	Fields of Mistria	8.55	18629	2024
12	Buckshot Roulette	8.54	90824	2024
13	The Hungry Lamb: Traveling in the Late Ming Dynasty	8.52	51418	2024
14	Tiny Glade	8.52	19187	2024
15	20 Small Mazes	8.52	7242	2024
16	Paper Lily - Chapter 1	8.52	6110	2024
17	Shiina Taki's Decameron	8.52	4634	2024
18	shapez 2	8.51	10559	2024
19	ATLYSS	8.5	15606	2024
20	Tactical Breach Wizards	8.5	8960	2024
21	Murders on the Yangtze River	8.5	17742	2024
22	Please, Touch The Artwork 2	8.5	4654	2024
23	The Planet Crafter	8.49	51596	2024
24	Nodebuster	8.49	10665	2024
25	Goat Simulator 3	8.49	9840	2024
26	Magic Archery	8.48	5260	2024
27	Abiotic Factor	8.48	28734	2024
28	Palworld	8.48	375640	2024
29	Content Warning	8.48	141933	2024
30	Spirit City: Lofi Sessions	8.47	11073	2024
31	SONIC X SHADOW GENERATIONS	8.47	12100	2024
32	Mouthwashing	8.47	28360	2024
33	买个可乐饼吧！ - Buy a Croquette!	8.47	3993	2024
34	I Wani Hug that Gator!	8.46	4644	2024
35	Thronefall	8.46	20107	2024
36	Aliya: Timelink	8.46	5884	2024
37	Summer Clover	8.45	6385	2024
38	Until Then	8.45	8660	2024
39	Crow Country	8.45	5068	2024
40	Psychopomp	8.45	6266	2024
41	Winter Memories	8.44	8938	2024
42	Rusty's Retirement	8.44	12246	2024
43	MULLET MADJACK	8.44	7064	2024
44	Digseum	8.44	5073	2024
45	Fallen Aces	8.43	5561	2024
46	Felvidek	8.43	3722	2024
47	Supermarket Together	8.43	62357	2024
48	Halls of Torment	8.43	28592	2024
49	Minishoot' Adventures	8.43	5634	2024
50	Rabbit and Steel	8.42	8488	2024
51	Hades II	8.42	62629	2024
52	SILENT HILL 2	8.42	41133	2024
53	ANIMAL WELL	8.42	20030	2024
54	Echo Point Nova	8.41	5273	2024
55	Minami Lane	8.41	5060	2024
56	Touhou Hero of Ice Fairy	8.41	6524	2024
57	I Am Your Beast	8.4	3401	2024
58	Illusion Carnival	8.4	4109	2024
59	DORONKO WANKO	8.4	3844	2024
60	Awaria	8.4	12841	2024
61	A Tower Full of Cats	8.39	1901	2024
62	Enigma of Fear	8.39	8885	2024
63	Papa's Pizzeria Deluxe	8.39	2450	2024
64	Katawa Shoujo	8.39	3471	2024
65	Nine Sols	8.39	25887	2024
66	Living With Sister: Monochrome Fantasy	8.38	10080	2024
67	Indigo Park: Chapter 1	8.38	20521	2024
68	Little Kitty, Big City	8.38	10167	2024
69	No Case Should Remain Unsolved	8.38	6640	2024
70	OneShot: World Machine Edition	8.37	2312	2024
71	Nightmare Kart	8.37	6508	2024
72	Just a To the Moon Series Beach Episode	8.37	2781	2024
73	BlazBlue Entropy Effect	8.37	29137	2024
74	DICEOMANCER	8.36	4461	2024
75	Nova Drift	8.36	13789	2024
76	Cureocity	8.36	2559	2024
77	Mirage Feathers	8.36	1786	2024
78	CATO: Buttered Cat	8.36	2217	2024
79	Path of Achra	8.35	2453	2024
80	Persona 3 Reload	8.35	40246	2024
81	NUKITASHI 2	8.35	1773	2024
82	Psychopomp GOLD	8.35	3183	2024
83	Supermarket Simulator	8.35	66006	2024
84	我的小鲨鱼	8.35	4094	2024
85	NIGHT-RUNNERS™ PROLOGUE	8.35	17750	2024
86	Thank Goodness You're Here!	8.34	5910	2024
87	Mizi NO!	8.34	1464	2024
88	Rooftops & Alleys: The Parkour Game	8.34	5076	2024
89	100 Capitalist Cats	8.34	3283	2024
90	Five Nights at Freddy's: Into the Pit	8.33	9592	2024
91	Ghost of Tsushima DIRECTOR'S CUT	8.33	61549	2024
92	STRAFTAT	8.33	5884	2024
93	Homicipher	8.32	6246	2024
94	Anomaly Agent	8.32	8174	2024
95	The Powder Toy	8.32	1708	2024
96	Great God Grove	8.31	1140	2024
97	Angel at Dusk	8.31	1335	2024
98	Beastieball	8.31	1068	2024
99	The Outlast Trials	8.31	64340	2024
100	Kaiju Princess 2	8.31	2084	2024
101	Snufkin: Melody of Moominvalley	8.31	2883	2024
102	1000xRESIST	8.31	3470	2024
103	100 Ninja Cats	8.3	2377	2024
104	Another Crab's Treasure	8.3	16039	2024
105	Arctic Eggs	8.3	3424	2024
106	BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AIA I NEED TO CLOSE IT	8.29	1698	2024
107	Caves of Qud	8.29	10175	2024
108	Ace Attorney Investigations Collection	8.29	2843	2024
109	last seen online	8.29	1527	2024
110	UNDERDOGS	8.29	2079	2024
111	420BLAZEIT 2: GAME OF THE YEAR -=Dank Dreams and Goated Memes=- [#wow/11 Like and Subscribe] Poggerz Edition	8.28	1112	2024
112	Dreamlike Love with Seira	8.28	1163	2024
113	Emberward	8.28	2389	2024
114	UFO 50	8.28	6042	2024
115	Crypt Custodian	8.27	1728	2024
116	your wife	8.27	4359	2024
117	Empires of the Undergrowth	8.27	14890	2024
118	Stray Cats in Cozy Town	8.27	1266	2024
119	Farmer Against Potatoes Idle	8.27	6969	2024
120	Leap Year	8.27	2071	2024
121	Drova - Forsaken Kin	8.27	6081	2024
122	Knowledge, or know Lady	8.26	7534	2024
123	Dog Brew	8.26	1539	2024
124	[Nightmare Files] Clap Clap	8.26	4009	2024
125	Core Keeper	8.26	53450	2024
126	Sorry We're Closed	8.25	1272	2024
127	Shogun Showdown	8.25	4698	2024
128	School Days	8.25	2473	2024
129	Duck Detective: The Secret Salami	8.24	4682	2024
130	Nigudin really fought against Furong Wangyuan	8.24	1265	2024
131	Take me, Vitaly	8.24	1036	2024
132	Laughing to Die	8.24	2594	2024
133	Crime Scene Cleaner: Prologue	8.24	5122	2024
134	Minds Beneath Us	8.24	3128	2024
135	Nothing	8.24	9129	2024
136	100 Funny Cats	8.23	1387	2024
137	ANTONBLAST	8.23	3331	2024
138	Aero GPX	8.23	832	2024
139	Yellow Taxi Goes Vroom	8.23	1192	2024
140	Chill Pulse	8.23	3577	2024
141	Dystopika	8.23	2425	2024
142	Backyard Baseball '97	8.22	1499	2024
143	TCG Card Shop Simulator: Prologue	8.22	4642	2024
144	News Tower	8.22	2096	2024
145	Windowkill	8.22	2944	2024
146	垃圾桶军团	8.22	1626	2024
147	Cats and Seek: Kyoto	8.21	981	2024
148	Slice & Dice	8.21	2034	2024
149	100 March Cats	8.21	1441	2024
150	Shape of Dreams: Prologue	8.21	3902	2024
151	Kukoro: Stream chat games	8.21	970	2024
152	A Park Full of Cats	8.2	1447	2024
153	Bagel Love Story	8.2	1103	2024
154	Snezhinka:Sentinel Girls2	8.2	1896	2024
155	Arisen Force: Life Devotee	8.2	1780	2024
156	Cat Bait	8.2	982	2024
157	My succubus Kukula	8.2	1140	2024
158	Galaxy Burger	8.2	1900	2024
159	Arco	8.2	1429	2024
160	Fate/stay night REMASTERED	8.2	2922	2024
161	DEVIL BLADE REBOOT	8.2	638	2024
162	Cookard	8.2	1846	2024
163	POOLS	8.19	4212	2024
164	Furry Angel Take In	8.19	568	2024
165	BoardLand	8.19	818	2024
166	Neva	8.19	6552	2024
167	Commando Collection	8.19	1086	2024
168	Parking Garage Rally Circuit	8.18	1014	2024
169	RATSHAKER™	8.18	2628	2024
170	Fast Food Simulator	8.18	4977	2024
171	Gori: Cuddly Carnage	8.18	1127	2024
172	Nightmare House: The Original Mod	8.18	1229	2024
173	Grunn	8.18	811	2024
174	KinitoPET	8.18	11925	2024
175	project canvas 〜ヰ世界情緒育成計画〜	8.17	426	2024
176	Aurora Hills: Chapter 1	8.17	2332	2024
177	HIDDEN CATS: The last of cats	8.16	859	2024
178	Terminus: Zombie Survivors	8.16	3890	2024
179	Our Adventurer Guild	8.16	1629	2024
180	Liar's Bar	8.16	47387	2024
181	Shipwrecked 64	8.16	1823	2024
182	Cats Hidden in Christmas	8.15	749	2024
183	Dünnes Eis - Das Spiel zum Song	8.15	480	2024
184	Intravenous 2	8.15	2209	2024
185	Elin	8.15	6247	2024
186	4D Golf	8.15	668	2024
187	Wilmot Works It Out	8.15	441	2024
188	突然＊恋人	8.14	747	2024
189	hololive Treasure Mountain	8.14	722	2024
190	PockeDate! - Pocket Dating Simulator	8.14	930	2024
191	Turnip Boy Robs a Bank	8.14	1823	2024
192	Dune: Imperium	8.14	3065	2024
193	Revue Starlight El Dorado	8.14	860	2024
194	Castlevania Dominus Collection	8.14	2069	2024
195	Ale & Tale Tavern: First Pints	8.14	4468	2024
196	Romancing SaGa 2: Revenge of the Seven	8.13	3604	2024
197	Ancient Warfare 3	8.13	2588	2024
198	SUMMERHOUSE	8.13	2837	2024
199	A Shelter Full of Cats	8.13	580	2024
200	Cats Hidden in China	8.13	579	2024
201	Rocket Rats	8.13	685	2024
202	KUNKUN Defender	8.13	804	2024
203	Desert Stalker	8.12	799	2024
204	Grocery Store Simulator	8.12	5046	2024
205	Cat Quest III	8.12	2577	2024
206	Black Gunner Wukong	8.12	420	2024
207	Shin Megami Tensei V: Vengeance	8.12	9268	2024
208	PUMPKIN PANIC	8.12	1479	2024
209	Fruit Mountain	8.12	416	2024
210	Arzette: The Jewel of Faramore	8.12	825	2024
211	Zort	8.12	7192	2024
212	Dunjungle	8.12	598	2024
213	Depersonalization	8.11	5857	2024
214	重生之我是小虾米	8.11	1662	2024
215	100 Dino Cats	8.11	1784	2024
216	ГОООООООЛ!	8.11	1417	2024
217	Command & Conquer Red Alert™ 2 and Yuri’s Revenge™	8.11	7796	2024
218	Witchfire	8.11	8074	2024
219	Desvelado	8.11	287	2024
220	SteamWorld Heist II	8.1	1791	2024
221	Reus 2	8.1	1867	2024
222	Proverbs	8.1	418	2024
223	Red Dead Redemption	8.1	9395	2024
224	Mimic Logic	8.1	436	2024
225	Tiny Terry's Turbo Trip	8.1	1184	2024
226	The Crimson Diamond	8.1	500	2024
227	Supermarket Simulator: Prologue	8.1	3918	2024
228	风与鸟 - Wind and Bird	8.09	353	2024
229	Like a Dragon: Infinite Wealth	8.09	19356	2024
230	Cryptmaster	8.09	1775	2024
231	ROBOBEAT	8.09	1543	2024
232	Fear the Spotlight	8.09	631	2024
233	Metaphor: ReFantazio	8.09	33146	2024
234	Magicraft	8.09	13039	2024
235	Chained Together	8.09	51635	2024
236	OBSCURA	8.09	264	2024
237	Dale & Dawson Stationery Supplies	8.09	7450	2024
238	SKALD: Against the Black Priory	8.09	2820	2024
239	Iron Meat	8.09	809	2024
240	Broken Sword - Shadow of the Templars: Reforged	8.09	716	2024
241	Krypta FM	8.09	1521	2024
242	Dollmare	8.09	1161	2024
243	Garbanzo Quest	8.09	260	2024
244	Anthology Of The Killer	8.08	339	2024
245	Humans are not that against Lizardwomen	8.08	2622	2024
246	Withering Rooms	8.08	1121	2024
247	100 Aliens Cats	8.08	1571	2024
248	The Rise of the Golden Idol	8.08	2819	2024
249	Dawnsbury Days	8.08	493	2024
250	The Aquarium does not dance	8.08	760	2024
1	Schedule I	8.68	56286	2025
2	Split Fiction	8.65	63321	2025
3	ENA: Dream BBQ	8.58	11996	2025
4	R.E.P.O.	8.56	90864	2025
5	My Summer Car	8.42	89030	2025
6	Threefold Recital	8.41	2800	2025
7	Nubby's Number Factory	8.38	4036	2025
8	Kingdom Come: Deliverance II	8.38	90379	2025
9	FlyKnight	8.35	6999	2025
10	ENDER MAGNOLIA: Bloom in the Mist	8.35	12080	2025
11	Door Kickers 2: Task Force North	8.32	10423	2025
12	Tokyo Xtreme Racer	8.29	10528	2025
13	The Children of Clay	8.29	1044	2025
14	The Roottrees are Dead	8.29	2040	2025
15	Bongo Cat	8.28	4818	2025
16	Yasuke Simulator	8.25	1752	2025
17	DYNASTY WARRIORS: ORIGINS	8.23	19021	2025
18	of the Devil	8.22	756	2025
19	Beyond Citadel	8.2	1958	2025
20	Sledders	8.2	3429	2025
21	Ropuka's Idle Island	8.2	1535	2025
22	Ambidextro	8.19	645	2025
23	Two Point Museum	8.19	4864	2025
24	Rift of the NecroDancer	8.18	2763	2025
25	Look Outside	8.18	709	2025
26	The Inn-Sanity	8.15	1018	2025
27	Hello Kitty Island Adventure	8.13	4715	2025
28	Dreams of Aether	8.13	589	2025
29	Keep Driving	8.12	2243	2025
30	Saihate Station	8.12	1192	2025
31	Chicken Hill	8.12	333	2025
32	Jaded	8.12	1679	2025
33	Spilled!	8.11	1533	2025
34	Zombieville USA 3D	8.11	1508	2025
35	Last Train Outta' Wormtown	8.1	1410	2025
36	The Test: Reality Check	8.1	382	2025
37	Football Coach: College Dynasty	8.09	1165	2025
38	Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars	8.08	1452	2025
39	Mudborne: Frog Management Sim	8.07	392	2025
40	Tiny Pasture	8.07	3316	2025
41	DDinosaur with Double D's	8.06	446	2025
42	NO-SKIN	8.06	661	2025
43	ROGUE LIGHT DECK BUILDER	8.05	462	2025
44	Killed by Love 99 Times	8.04	312	2025
45	DEAD LETTER DEPT.	8.04	710	2025
46	Stardust Skate	8.03	255	2025
47	The First Berserker: Khazan	8.03	8559	2025
48	The Shell Part III: Paradiso	8.03	316	2025
49	Cyber Manhunt 2: New World - The Hacking Simulator	8.02	3997	2025
50	Puff Love Story	8.02	290	2025
51	Gumballs & Dungeons	8.01	796	2025
52	AIR	8	229	2025
53	CRUEL	8	878	2025
54	HENPRI	8	1436	2025
55	Cinnabunny	7.99	301	2025
56	Rogue: Genesia	7.99	7193	2025
57	夏末白夜	7.99	316	2025
58	Sapphire Safari	7.98	495	2025
59	Turbo Dismount® 2	7.98	308	2025
60	Dark Deity 2	7.97	603	2025
61	花火与幽灵少女 - Hanabi and Ghost girl	7.97	241	2025
62	Hello Love: 18 Again	7.97	1575	2025
63	LIZARDS MUST DIE 2	7.96	903	2025
64	Like a Dragon: Pirate Yakuza in Hawaii	7.96	5926	2025
65	Race of Life - Act 1	7.96	520	2025
66	The Silent Kingdom	7.96	148	2025
67	Click Mage	7.96	1642	2025
68	KAMITSUBAKI CITY REGENERATE	7.95	336	2025
69	Little Adventurer Treasure Hunt	7.95	143	2025
70	Citizen Sleeper 2: Starward Vector	7.95	1136	2025
71	Secret Agent Wizard Boy and the International Crime Syndicate	7.95	457	2025
72	Dawnfolk	7.94	377	2025
73	Butcher's Creek	7.93	1015	2025
74	SNØ: Ultimate Freeriding	7.93	352	2025
75	Cats Hidden in Japan	7.93	133	2025
76	A Game About Digging A Hole	7.93	12365	2025
77	Lost Records: Bloom & Rage	7.93	2233	2025
78	Batography	7.92	192	2025
79	小小侠客模拟器	7.92	449	2025
80	Find 100 Ducks and Blast Them!	7.92	209	2025
81	Alex Hill: Whispers at White Oak Inn	7.92	208	2025
82	KARMA: The Dark World	7.91	1390	2025
83	Cataclismo	7.91	3300	2025
84	Alpha League HD	7.91	834	2025
85	Wanderstop	7.9	1279	2025
86	The Local	7.89	259	2025
87	Behind Glass: Aquarium Simulator	7.89	315	2025
88	Voids Vigil	7.88	282	2025
89	SCP: Fragmented Minds	7.88	733	2025
90	Blood Typers	7.88	536	2025
91	LONESTAR	7.88	1416	2025
92	Cats and Seek: Toge Land	7.87	230	2025
93	再见断刀	7.87	589	2025
94	Lingo 2	7.87	212	2025
95	Fruit Stand Fortune	7.87	227	2025
96	Pull Stay	7.86	121	2025
97	Desecrators	7.86	174	2025
98	Your Mother	7.85	3390	2025
99	Castle of Blackwater	7.85	117	2025
100	The Chef's Shift	7.85	117	2025
101	The End of the Sun	7.85	152	2025
102	Hidden Cats: City	7.85	115	2025
103	Spirit Swap: Lofi Beats to Match-3 To	7.84	243	2025
104	Six-Ear Macaque: Awakening	7.84	93	2025
105	The Chef's Shift: First Course	7.84	181	2025
106	Max Manos	7.83	222	2025
107	AI LIMIT	7.83	6704	2025
108	Shooters, Ready!	7.83	88	2025
109	The Last of Us™ Part II Remastered	7.82	1844	2025
110	Dark PGT	7.82	186	2025
111	Sultan's Game	7.82	5360	2025
112	灾厄黑龙与谎言公主	7.81	2555	2025
113	Nunholy	7.81	3187	2025
114	Blobun	7.81	84	2025
115	Heart of the Machine	7.81	736	2025
116	Rocket Boots Mania	7.8	81	2025
117	Cascadia	7.8	100	2025
118	MEMOLOGY 2: OLD TIMES	7.8	207	2025
119	Xi	7.79	257	2025
120	Three Kingdoms: The Blood Moon	7.79	190	2025
121	CatboyZOOM	7.79	78	2025
122	Sky End Market	7.79	78	2025
123	Grapples Galore	7.79	5498	2025
124	Slender Threads	7.79	304	2025
125	The Dawning Letters -Sunrise-	7.79	113	2025
126	Wednesdays	7.79	76	2025
127	The Bibites: Digital Life	7.78	94	2025
128	Die in the Dungeon	7.78	1605	2025
129	S4U: CITYPUNK 2011 AND LOVE PUNCH	7.78	1822	2025
130	Unless	7.78	75	2025
131	Peripeteia	7.78	1040	2025
132	World End Diner	7.78	392	2025
133	For Sale	7.78	184	2025
134	WYRMHALL: Brush and Banter	7.77	72	2025
135	Stories from Sol: The Gun-Dog	7.77	636	2025
136	Dice People	7.76	216	2025
137	Schism	7.76	105	2025
138	I Just Want to be Single!! Season One	7.76	188	2025
139	Mini Cozy Room: Lo-Fi	7.75	68	2025
140	Urban Jungle	7.75	272	2025
141	巴哈姆特1-REMAKE(BAHAMUT1-REMAKE)	7.75	102	2025
142	Back in Service: a Metro Driver	7.75	185	2025
143	Nurikabe World	7.75	67	2025
144	Ale Abbey - Monastery Brewery Tycoon	7.75	465	2025
145	Kurage Life	7.75	465	2025
146	Yet Another Killing Game	7.75	84	2025
147	Burgie's cozy kitchen	7.75	66	2025
148	A Simple Garbage Sorting Game	7.73	112	2025
149	Grief like a stray dog	7.73	63	2025
150	Super Puzzled Cat	7.73	63	2025
151	Malleus Cocconum: The Heiress	7.73	63	2025
152	The Beekeeper's Picnic - A Sherlockian Adventure	7.73	80	2025
153	Monster Meals	7.73	62	2025
154	Chaos Faction Legacy Collection	7.72	94	2025
155	One True Path - Part 1	7.72	61	2025
156	The Butterfly Collector	7.72	161	2025
157	100 Romantic Cats	7.72	394	2025
158	Airborne Empire	7.72	433	2025
159	The Jiang Shi 2 ：Curse of Soul	7.72	107	2025
160	Guards II: Prologue	7.71	120	2025
161	Hell Shooter	7.71	59	2025
162	Awkward Valley	7.71	59	2025
163	Bauhaus Bonk	7.71	76	2025
164	Cat Detective Albert Wilde	7.71	91	2025
165	My Little Life	7.71	678	2025
166	Assetflip attorney	7.71	105	2025
167	The Darkest Files	7.71	157	2025
168	Who's Next?	7.71	58	2025
169	Lightracer: For Judge	7.7	334	2025
170	Newton's Fourth Law	7.7	156	2025
171	Block Shop	7.7	57	2025
172	修仙小屋	7.7	1294	2025
173	Mika and The Witch's Mountain	7.7	760	2025
174	Ascent DX	7.7	88	2025
175	Mind Over Magic	7.7	3258	2025
176	Nirvana	7.69	348	2025
177	Cabernet	7.69	723	2025
178	Syn-Chorus 01: The New Life	7.69	274	2025
179	Expelled!	7.69	100	2025
180	Only False	7.69	126	2025
181	Terra Firma	7.69	354	2025
182	Psycho Patrol R	7.69	1343	2025
183	Screen Cat	7.68	1014	2025
184	AI2U: With You 'Til The End	7.68	516	2025
185	Nordhold	7.68	994	2025
186	Pathologic 3: Quarantine	7.68	1011	2025
187	花奴令 Huanu Poems	7.68	137	2025
188	Axios Football	7.68	124	2025
189	大科学家	7.68	183	2025
190	Subterror	7.67	170	2025
191	Shelldom	7.67	52	2025
192	Velocity Rush	7.67	122	2025
193	Urban Myth Dissolution Center	7.67	3041	2025
194	GIRLS' FRONTLINE 2: EXILIUM	7.67	1295	2025
195	Splintered	7.67	82	2025
196	Six Legends	7.67	51	2025
197	Orb Tower	7.67	95	2025
198	吞食天地之乱舞三国	7.66	155	2025
199	東方资志疏 ~ Immortal Immanuel. (东方资志疏)	7.66	94	2025
200	Strange Pong	7.66	66	2025
201	Utter a Name	7.66	66	2025
202	AI Learns To Drive	7.66	66	2025
203	神树残响（Echoes of the Divine Tree）	7.66	199	2025
204	Nobody Nowhere	7.66	131	2025
205	The Legend of Heroes: Trails through Daybreak II	7.66	310	2025
206	Cradle of Nightmare : Flowers to you	7.66	299	2025
207	Studio System : Guardian Angel	7.65	174	2025
208	Super Roboy	7.65	78	2025
209	SONOKUNI	7.65	48	2025
210	Bubble Ghost Remake	7.65	48	2025
211	River Towns	7.65	116	2025
212	A Whole Wolfrush	7.65	116	2025
213	Rosewater	7.65	91	2025
214	Kemopop!	7.64	115	2025
215	Joyquarium	7.64	47	2025
216	Annihilate The Spance	7.64	232	2025
217	Siren's Call: Escape Velocity	7.64	89	2025
218	Metal Garden	7.64	89	2025
219	Boo! Are you scared? The Chests Game	7.64	180	2025
220	BM General Hospital	7.64	1298	2025
